MONTH,YEAR,AIRLINE_CODE,FL_NUMBER,ORIGIN,DEST,SCHEDULED_DEPARTURE,DEP_DELAY,SCHEDULED_ARRIVAL_TIME,ARR_DELAY,CANCELLED,DISTANCE
6,19,DL,1726,SLC,ORD,1700,0,2116,-12,0,1250
12,20,OO,5510,DEN,HDN,1405,-7,1513,-1,0,141
3,20,9E,5296,ATL,MOB,1809,24,1831,13,0,302
6,19,AA,332,MIA,LGA,1654,23,1959,71,0,1096
1,23,AS,279,SEA,BUR,705,137,940,141,0,937
12,22,WN,3067,MDW,BNA,540,-5,715,-27,0,395
5,23,NK,1777,FLL,EWR,2050,2,2351,-1,0,1065
2,22,UA,1044,EWR,MSY,1030,-5,1258,-19,0,1167
2,20,UA,2106,IAD,MIA,825,-4,1119,-8,0,921
3,22,B6,62,PBI,LGA,1136,14,1429,21,0,1035
10,22,WN,2423,ATL,OKC,830,-3,945,-13,0,761
7,19,YV,5875,MLI,DFW,730,8,939,11,0,691
12,19,YX,3556,SDF,ORD,1045,20,1121,-4,0,286
2,23,AA,1701,SJU,MIA,2047,-12,2244,-28,0,1045
6,23,AS,108,ANC,SEA,250,-6,715,-18,0,1448
5,23,DL,862,FLL,BOS,1034,2,1353,-1,0,1237
8,19,WN,59,DAL,HOU,2100,24,2210,16,0,239
1,23,WN,1628,HOU,LAS,815,6,935,-16,0,1235
3,19,DL,2588,TPA,LGA,800,1,1050,-13,0,1010
8,22,UA,1695,MCO,IAH,721,-3,850,-12,0,854
9,22,G4,653,AZA,CID,1555,-5,2050,0,0,1240
9,22,WN,2108,DEN,BZN,1950,21,2135,17,0,524
3,22,WN,1399,LAS,PHX,955,7,1210,-6,0,255
4,21,OO,5311,DEN,DTW,1745,24,2246,36,0,1123
5,21,DL,974,LAS,MSP,1335,-1,1846,-21,0,1299
8,19,AA,1599,SNA,DFW,1424,5,1934,-22,0,1205
7,23,AS,707,LAS,LAX,1945,-7,2102,12,0,236
12,22,DL,738,MSP,STL,728,11,916,5,0,448
4,20,AA,2587,DFW,ORF,2030,-16,26,-50,0,1212
12,19,OO,3066,DFW,FSM,1639,-4,1746,-11,0,227
12,19,OO,5082,MKG,ORD,550,-6,607,-6,0,119
7,20,OO,4262,MSP,BRD,1303,-3,1350,-7,0,114
3,20,DL,2531,SLC,DTW,2355,-8,520,-27,0,1481
6,20,UA,2439,SFO,EWR,840,-5,1647,-9,0,2565
3,19,MQ,3401,MLI,ORD,608,-12,720,18,0,139
2,23,YX,3464,ORD,PIT,2105,-1,2335,-11,0,413
4,19,AS,62,ANC,JNU,805,-3,940,-11,0,571
8,19,OO,3257,DFW,ROW,900,-5,948,-20,0,435
12,19,DL,499,DTW,CLT,700,-4,904,-1,0,500
7,22,OO,4067,MDW,MSP,1408,238,1541,232,0,349
2,23,F9,502,DEN,DFW,1203,-3,1505,-8,0,641
4,23,HA,57,SAN,OGG,910,24,1215,4,0,2541
11,21,WN,2540,MKE,SRQ,915,-3,1315,-31,0,1113
5,19,AS,1048,LAX,SEA,700,-6,955,21,0,954
3,20,DL,1634,CLT,JFK,1537,2,1739,-14,0,541
3,22,WN,1337,MDW,PHL,1305,12,1605,-14,0,668
4,22,9E,5028,BHM,LGA,1553,42,1921,33,0,866
3,19,WN,3862,SMF,AUS,800,-1,1325,-9,0,1481
3,19,WN,1,DAL,HOU,700,-4,810,-11,0,239
3,23,F9,1210,STL,MCO,2023,10,2356,21,0,882
9,21,QX,2100,SEA,PSC,2257,-1,2350,0,0,172
3,20,DL,1234,PNS,ATL,520,-8,729,-11,0,271
4,23,DL,1196,ATL,RSW,1221,-3,1400,-16,0,515
6,20,AA,2640,DFW,PBI,1630,-5,2018,-18,0,1102
10,21,NK,61,MYR,EWR,2159,-7,2342,-8,0,550
3,19,NK,316,DTW,LGA,600,2,740,-1,0,502
8,21,9E,4676,JFK,DTW,720,-7,921,6,0,509
3,23,MQ,3615,ICT,ORD,648,-5,845,-17,0,588
4,23,UA,1300,IAD,ORF,2230,-4,2328,-9,0,157
6,21,QX,2319,GTF,SEA,755,-13,852,7,0,512
10,22,MQ,3929,LSE,ORD,613,-1,725,0,0,215
7,22,9E,5273,JFK,CVG,1900,46,2124,30,0,589
9,21,OO,5350,RDM,LAX,1539,-10,1751,-8,0,726
5,19,WN,5358,FLL,BNA,815,-3,935,-19,0,793
10,19,WN,2014,ATL,BNA,1320,15,1325,0,0,214
11,22,AA,1189,DFW,BNA,1102,-5,1253,-22,0,631
11,19,DL,54,IAH,ATL,1745,0,2043,-12,0,689
6,21,AA,1826,ORF,DFW,1149,0,1400,-6,0,1212
12,19,UA,640,ORD,PHL,2105,-6,2359,-8,0,678
2,23,HA,347,KOA,HNL,1645,-3,1733,-1,0,163
3,20,OO,4330,MQT,DTW,1810,-20,1938,-27,0,349
1,19,NK,929,ORD,MCO,1835,-8,2219,-12,0,1005
6,19,DL,2054,ATL,HSV,1850,-2,1845,-10,0,151
5,23,AA,707,AUS,DFW,1111,-8,1224,-27,0,190
5,21,WN,4707,SNA,LAS,1235,-4,1345,-12,0,226
2,21,WN,220,SMF,DEN,1110,-6,1425,-11,0,909
7,22,AA,2269,BOS,ORD,1734,110,1930,106,0,867
10,19,WN,2308,SAT,MDW,715,0,945,-3,0,1036
11,21,OO,4640,IAH,CRP,1810,-6,1924,-23,0,201
9,22,OO,4175,COS,SLC,1750,-6,1938,-13,0,411
12,20,DL,812,SEA,DTW,2259,-6,553,-14,0,1927
12,22,F9,1163,PHL,MCO,1108,0,1354,17,0,861
3,19,9E,3453,CVG,LGA,1633,225,1829,250,0,585
6,19,AS,89,SEA,ANC,2210,82,45,75,0,1448
10,21,WN,4110,MKE,DCA,1255,13,1545,-3,0,634
12,19,AA,1292,LAX,BNA,2309,13,505,9,0,1797
7,19,9E,3387,MOB,ATL,1446,-7,1714,-16,0,302
8,20,DL,1827,OKC,ATL,1700,-5,1955,13,0,761
3,22,OH,5071,GSO,CLT,517,-12,610,-16,0,83
12,21,WN,3576,OKC,ATL,1755,16,2055,-2,0,761
4,19,WN,2100,BOS,HOU,1255,-4,1615,-9,0,1609
10,22,WN,173,SEA,DEN,1125,5,1510,-6,0,1024
5,23,AA,1594,OKC,DFW,1837,12,1941,-4,0,175
4,19,DL,2832,MSP,ATL,1541,-6,1915,-22,0,907
5,21,G4,2249,AVL,SFB,2152,1,2318,1,0,465
2,21,OO,3018,DFW,ASE,1739,0,1909,-13,0,701
9,19,AA,2756,JFK,PHX,2122,1,2352,-25,0,2153
4,19,B6,885,JFK,RDU,730,56,924,40,0,427
12,22,WN,564,MCO,BWI,910,40,1120,26,0,787
6,21,B6,64,SEA,JFK,1332,27,2205,15,0,2422
7,23,OH,5499,BTR,DFW,1225,-7,1404,-4,0,383
5,20,AA,163,DCA,LAX,1736,-7,2039,-51,0,2311
8,20,OO,3725,DTW,MCI,1405,-6,1506,-17,0,629
6,21,DL,1689,MCO,LAX,1549,29,1805,6,0,2218
2,19,UA,317,SFO,IND,1140,-12,1854,-9,0,1943
8,21,WN,5320,MHT,MDW,1835,42,2000,57,0,838
12,21,AA,775,MIA,ORF,2215,27,33,13,0,802
8,21,YX,4677,DCA,PVD,1800,,1919,,1,356
5,19,AA,1612,DFW,GSP,1020,41,1338,31,0,862
4,21,B6,917,BOS,JFK,600,1,713,1,0,187
11,22,AS,1078,IAD,SEA,1855,7,2153,-27,0,2306
1,21,AA,1510,MSP,ORD,545,-2,733,7,0,334
11,21,DL,927,MSP,LAS,2130,-4,2257,-4,0,1299
8,23,YX,3450,EWR,PIT,2059,-2,2239,-13,0,319
12,21,UA,2421,IAH,LAX,1008,6,1159,-1,0,1379
5,20,WN,1344,LAS,LBB,950,,1355,,1,775
7,23,AA,2695,IND,PHL,1558,-8,1748,-13,0,588
9,22,AS,60,JNU,KTN,710,-13,809,-19,0,234
9,21,9E,4788,DTW,CVG,1226,-2,1335,-5,0,229
3,21,F9,190,DEN,AUS,1519,0,1833,-5,0,775
2,22,OO,5755,DEN,SAV,945,10,1524,10,0,1414
2,19,EV,4144,BHM,IAH,635,0,855,-12,0,562
10,19,DL,1772,ATL,PHX,1124,-1,1220,7,0,1587
12,20,OO,4289,CDC,SLC,1541,-2,1649,-9,0,221
3,20,MQ,3655,RIC,ORD,1021,,1140,,1,642
10,21,OH,5202,PVD,DCA,603,-5,737,-10,0,356
8,22,WN,1953,MSY,MDW,705,1,920,-3,0,825
8,21,OH,5384,CLT,VPS,1710,11,1755,18,0,460
3,20,DL,2086,DCA,JFK,600,-6,717,-18,0,213
5,23,B6,400,MSY,BOS,1033,597,1501,596,0,1368
7,21,OO,5399,LAX,LAS,1740,20,1850,17,0,236
3,21,OO,3783,SLC,BOI,1725,-1,1838,-14,0,290
1,21,OO,3607,SJC,LAX,625,-3,752,-19,0,308
8,20,NK,300,MYR,LGA,825,-2,1014,8,0,563
9,22,YX,5684,BOS,ORD,1020,34,1159,59,0,867
7,20,WN,1279,HNL,LIH,1530,,1610,,1,102
11,19,9E,5262,LGA,CAE,2120,21,2335,2,0,617
1,20,WN,3610,SAT,HOU,1235,-6,1345,-33,0,192
12,21,UA,216,AUS,IAH,1411,-7,1518,-5,0,140
3,20,DL,1631,LAX,DCA,810,-9,1605,-24,0,2311
7,21,WN,5257,PVD,TPA,1055,-1,1355,-6,0,1136
12,21,UA,2630,SFO,PHL,2330,-9,752,-35,0,2521
3,23,UA,360,SFO,SNA,1056,-10,1235,-13,0,372
8,21,QX,2129,LAX,SFO,1350,-3,1518,-15,0,337
10,20,DL,1537,MSY,ATL,1145,-4,1410,-7,0,425
4,19,AA,396,MSP,ORD,924,-3,1059,20,0,334
3,22,OO,5451,SFO,PDX,1302,-4,1505,-21,0,550
3,20,OO,5451,SAN,LAX,1515,,1612,,1,109
6,19,AA,671,LAS,DFW,1416,,1910,,1,1055
4,19,NK,128,LAX,BWI,2159,-1,601,-14,0,2329
10,21,9E,4999,MSP,GFK,900,-4,1014,-15,0,284
4,21,MQ,4209,SPS,DFW,1024,24,1127,63,0,113
2,19,WN,344,ATL,MSP,1620,40,1805,38,0,907
2,22,QX,2396,PDX,GEG,2100,7,2208,4,0,279
10,19,NK,386,MCO,CAK,1025,-6,1244,-13,0,861
10,20,YX,3675,IND,EWR,701,-10,859,-7,0,645
4,23,AA,2493,CLT,SYR,922,-7,1110,-15,0,603
6,21,NK,162,FLL,BDL,2050,35,2349,30,0,1173
8,21,DL,2292,DTW,TVC,1215,-7,1319,-18,0,207
7,20,WN,2186,DEN,LGA,1725,-3,2310,51,0,1620
2,19,OO,3799,ORD,LGA,1830,10,2148,3,0,733
5,21,AA,1867,SMF,PHX,645,12,850,-2,0,647
7,23,WN,461,ECP,BWI,1145,-4,1450,-8,0,798
5,19,MQ,3806,MIA,CVG,840,-2,1119,-4,0,948
4,19,DL,983,ATL,PHL,1345,-1,1553,-8,0,666
10,20,DL,1073,SLC,MSP,1555,-4,1925,-17,0,991
6,21,WN,5107,HOU,IND,1855,25,2210,22,0,861
11,22,B6,2579,BOS,EWR,1925,17,2109,-8,0,200
10,19,AS,151,ANC,OME,1020,-11,1155,-18,0,539
3,23,DL,2202,ATL,DAB,2235,-6,2354,-19,0,366
10,22,NK,40,ATL,MSP,1455,11,1633,8,0,907
8,20,DL,117,ATL,BHM,1638,-5,1630,-7,0,134
6,23,WN,1079,PHX,BNA,1805,38,2325,9,0,1449
4,23,OO,3624,SLC,FAT,1112,2,1204,-2,0,501
9,20,OH,5663,BHM,DFW,1130,43,1328,33,0,597
12,21,F9,2147,CLT,LAS,2113,123,2325,170,0,1916
3,20,DL,1834,CMH,ATL,1729,,1915,,1,447
9,21,WN,5357,LGA,DAL,650,-4,940,-22,0,1381
5,19,WN,2909,DCA,OKC,1540,11,1755,-6,0,1158
3,19,AA,1956,PHL,MCO,1543,76,1821,79,0,861
11,22,DL,477,LAX,ATL,1757,14,115,-9,0,1947
5,23,AA,2072,CLT,ORF,914,-4,1022,-9,0,290
12,20,AS,634,SEA,TPA,2310,-2,730,-15,0,2520
4,21,B6,741,BOS,SRQ,1205,173,1535,167,0,1220
4,22,AA,355,PHX,SNA,1709,7,1829,-1,0,338
2,21,DL,1716,ATL,VPS,2230,-5,2238,-2,0,250
4,21,DL,703,ATL,DFW,1800,35,1923,50,0,731
1,20,OO,5356,DEN,OKC,1051,-7,1336,-14,0,495
7,19,OH,5116,STL,DCA,1320,-6,1626,78,0,719
11,19,AA,1627,DEN,PHX,1546,-5,1741,14,0,602
11,19,WN,3047,LAX,MCI,1910,20,15,11,0,1363
2,22,WN,2216,BNA,ATL,1455,11,1700,-8,0,214
8,22,YX,4743,AVL,CLT,1818,-6,1925,-8,0,91
12,20,F9,1169,PHL,MCO,1720,-4,2000,5,0,861
2,23,AA,2067,MCI,CLT,700,53,1014,89,0,808
3,22,WN,936,MCO,ATL,1135,51,1315,60,0,404
8,23,MQ,3472,DFW,TLH,1901,-4,2221,-1,0,767
11,22,OH,5093,CLT,BHM,1125,-4,1205,-7,0,350
7,19,WN,1866,OAK,BUR,1130,-4,1245,-17,0,325
11,21,QX,2210,SNA,PDX,1525,-3,1755,10,0,859
1,23,AA,2227,SJU,MIA,555,-2,750,-30,0,1045
2,22,AA,1898,PHL,EYW,1122,-11,1429,-5,0,1121
6,19,AA,645,OGG,PHX,2225,-10,712,-18,0,2845
9,22,WN,176,BOS,BNA,1000,3,1155,-19,0,942
2,19,WN,1303,LAX,DAL,1810,13,2300,4,0,1246
2,22,DL,1293,MSP,RSW,745,50,1215,43,0,1416
6,21,WN,1181,LAS,ATL,1340,20,2040,3,0,1747
2,21,AA,2266,DFW,MIA,2020,20,17,-7,0,1121
5,20,AA,2248,DFW,SFO,1040,-6,1236,-25,0,1464
6,22,DL,2896,ATL,TPA,1735,37,1903,116,0,406
3,20,DL,1488,SAN,SEA,1310,0,1604,13,0,1050
8,22,WN,2923,KOA,SJC,1345,6,2140,-9,0,2384
4,21,MQ,4292,CVG,DCA,1224,-6,1350,-17,0,411
4,22,WN,573,HOU,ELP,1240,20,1345,12,0,677
9,21,WN,3926,HOU,MDW,950,10,1215,5,0,937
7,19,UA,1280,ORD,ANC,1540,-2,1922,-6,0,2846
3,22,WN,2107,LGB,PHX,1835,1,2050,40,0,355
2,19,YX,3475,IAH,IND,1155,-3,1514,-19,0,844
2,22,OO,3942,GTF,SLC,700,-8,847,-37,0,463
5,19,AA,1079,SEA,DFW,1158,93,1803,111,0,1660
5,19,9E,5153,JAX,LGA,710,-3,931,-4,0,833
11,19,UA,733,ORD,DEN,800,-2,943,4,0,888
12,22,OO,5286,AUS,LAX,1855,-4,2036,-17,0,1242
1,22,B6,633,BOS,SFO,1845,96,2247,80,0,2704
5,22,WN,1721,ATL,STL,2010,112,2055,91,0,484
6,19,EV,4274,ORD,LNK,1545,105,1729,105,0,466
9,19,UA,1170,LAX,HNL,1703,-10,1944,-25,0,2556
11,19,YX,4427,LGA,DTW,659,-7,903,-24,0,502
1,20,DL,955,LGA,DTW,931,-6,1142,-24,0,502
5,23,9E,5463,LGA,ALB,1559,-1,1712,-22,0,136
3,22,DL,754,LAS,MSP,1500,-8,2008,-15,0,1299
6,23,G4,2542,SBN,PGD,1059,-5,1337,-15,0,1049
11,21,UA,287,EWR,BNA,2135,-3,2309,-27,0,748
9,19,WN,104,SAN,LAS,1700,-3,1820,-21,0,258
1,22,OO,5596,SBA,LAX,600,,701,,1,89
9,22,AS,188,SFO,JFK,2220,-5,701,-17,0,2586
4,21,OO,3948,RAP,MSP,1440,-2,1722,-22,0,489
7,19,DL,1910,SEA,SLC,1325,-2,1626,-4,0,689
1,19,WN,105,HOU,ATL,1930,-1,2225,-19,0,696
12,22,DL,1100,SFO,SLC,555,12,852,-2,0,599
7,22,AA,2110,BOS,LAX,1930,-5,2244,-16,0,2611
7,22,WN,143,AMA,AUS,645,-6,755,-8,0,418
4,21,AS,641,TUS,SEA,1820,-12,2133,-13,0,1216
6,19,MQ,3724,LGA,CVG,829,0,1045,-12,0,585
1,20,AA,2693,EWR,ORD,1746,1,1938,-13,0,719
10,22,WN,1602,LAS,FAT,900,-1,1015,-4,0,259
8,19,YX,4563,PHL,CMH,1523,3,1707,1,0,406
2,21,OH,5027,ATL,CLT,1103,5,1234,-18,0,226
12,19,OO,3960,SLC,SMF,832,0,947,4,0,532
5,23,UA,2125,BNA,IAD,1335,-4,1615,5,0,542
9,21,WN,4623,SAN,LIH,730,0,1040,-30,0,2676
10,21,OO,3580,LAX,SMF,1717,25,1844,27,0,373
6,23,AA,1862,PIT,PHL,1608,-2,1717,-10,0,268
4,21,WN,542,LAS,SLC,1950,3,2210,-6,0,368
6,22,MQ,4221,STL,AUS,1042,-5,1245,-10,0,721
3,20,DL,1507,ATL,SLC,1209,-5,1430,-12,0,1590
11,22,OO,5104,JMS,DVL,1705,-8,1756,11,0,83
8,19,AA,1709,CLT,FLL,1405,43,1603,59,0,632
2,19,G4,2172,SFB,PSM,1619,18,1909,4,0,1144
1,23,WN,163,HOU,MDW,1850,13,2115,-4,0,937
6,19,AA,189,ABQ,DFW,1235,87,1526,68,0,569
7,23,DL,1700,MCO,JFK,800,49,1053,33,0,944
7,22,WN,1062,BWI,SAV,820,19,1015,-4,0,549
4,22,DL,1029,MSP,PDX,929,-3,1112,-9,0,1426
10,19,WN,420,TUL,HOU,1040,5,1215,-6,0,453
11,22,MQ,3618,ORD,CID,1255,-8,1412,-12,0,196
1,20,DL,1822,MSP,STL,1255,-6,1428,1,0,448
2,20,AA,2765,PHX,ORD,800,,1228,,1,1440
10,22,AA,2389,EWR,CLT,1007,-10,1214,-26,0,529
5,23,WN,2860,BWI,PIT,2115,26,2220,14,0,210
7,19,WN,2153,DEN,MCO,1020,1,1600,26,0,1546
3,22,AS,1328,SEA,SFO,2155,-5,2359,11,0,679
5,19,AA,1295,PHX,DFW,2035,7,55,-5,0,868
5,21,G4,1242,PBI,AVL,1514,-1,1702,5,0,620
8,22,WN,1939,RNO,LGB,1740,-2,1905,-8,0,402
7,19,AA,1403,BWI,DFW,702,-4,926,-20,0,1217
12,19,AS,1950,SFO,SAN,615,-6,754,-8,0,447
2,19,UA,706,OGG,LAX,1417,15,2142,-4,0,2486
10,22,UA,2046,MCO,EWR,953,-2,1230,-19,0,937
8,19,OO,3802,MSN,DTW,1311,-3,1532,-6,0,311
5,19,B6,381,BOS,RIC,1806,5,1952,-14,0,474
10,20,9E,4735,MSP,CMH,810,-4,1055,4,0,626
3,23,OO,3136,ORD,SLC,1710,-2,1953,-4,0,1250
10,20,DL,1318,ATL,PHL,810,-2,1008,-10,0,666
11,19,AA,2197,PHX,SEA,1443,-6,1656,-20,0,1107
3,22,AA,831,ATL,MIA,1423,-1,1618,0,0,594
8,23,AA,2567,MIA,DFW,1153,2,1400,-8,0,1121
11,21,AA,1638,LGA,ORD,1530,-6,1717,2,0,733
1,22,YV,6343,ORD,SAV,1430,115,1749,119,0,773
10,22,AA,1657,PHL,BOS,1039,-5,1202,-16,0,280
1,22,WN,2946,DAL,TPA,1640,-4,1950,-11,0,917
11,22,WN,1414,CMH,BWI,535,-6,655,-12,0,337
8,19,WN,453,MKE,STL,830,-2,945,-13,0,317
9,20,WN,6801,DAL,PNS,1605,36,1745,31,0,592
3,20,DL,2646,ATL,CLE,2245,-5,31,-14,0,554
10,22,DL,2214,ATL,MYR,1512,11,1625,1,0,317
2,19,MQ,4175,CID,ORD,831,-5,950,-20,0,196
1,20,AA,1060,EWR,MIA,1100,-3,1424,-34,0,1085
8,19,DL,1074,DEN,JFK,1040,4,1648,8,0,1626
3,20,WN,493,BOS,BNA,710,-3,920,-15,0,942
1,21,DL,2005,DTW,DCA,1541,-3,1714,-26,0,405
6,22,WN,1746,PHX,ABQ,2225,4,35,-8,0,328
8,19,B6,789,JFK,MCO,1152,64,1452,37,0,944
10,21,YX,3584,ORD,XNA,1940,-5,2141,-17,0,522
6,21,DL,1590,ATL,JAX,2045,-2,2159,-14,0,270
7,23,HA,168,HNL,KOA,810,-3,856,-2,0,163
11,21,DL,403,LAX,ATL,2325,0,639,-8,0,1947
12,19,UA,2378,MCO,EWR,1730,-6,2011,11,0,937
5,22,WN,2427,DEN,BNA,2035,23,5,14,0,1014
8,22,OH,5101,ALB,DCA,531,-2,659,-19,0,318
8,20,OO,3218,DFW,YUM,1915,-8,2001,-13,0,1022
4,22,WN,2432,BWI,JAX,2135,192,2330,180,0,663
1,23,WN,3113,RNO,LAS,1555,-5,1710,-11,0,345
5,23,DL,1312,SEA,LAX,1930,68,2205,67,0,954
6,19,OO,7400,BGM,DTW,600,-4,733,-1,0,378
11,21,UA,795,EWR,TPA,1850,-1,2158,-19,0,997
1,19,OO,2958,PHX,FLG,1806,-1,1857,-6,0,119
1,20,MQ,3886,DFW,PIT,1500,-2,1840,-10,0,1067
11,21,B6,821,EWR,AUS,1045,2,1401,-31,0,1504
9,20,AS,66,YAK,JNU,1830,-6,1915,-9,0,198
11,22,WN,987,DEN,SNA,2040,-2,2220,-41,0,846
1,20,YX,4708,DTW,LGA,1935,-8,2129,-22,0,502
10,19,WN,3144,OAK,BUR,705,-8,815,-9,0,325
10,20,UA,1697,LGA,ORD,1115,-5,1249,-2,0,733
3,20,OO,5987,ORD,PBI,1125,,1539,,1,1143
6,22,WN,3075,MKE,DEN,530,-1,700,-4,0,896
9,21,WN,1949,OAK,SNA,1245,31,1410,23,0,371
1,20,NK,675,MCO,FLL,700,15,811,10,0,177
7,22,WN,2601,SNA,LAS,1215,5,1325,15,0,226
11,22,YX,4615,JFK,BNA,1050,1,1236,6,0,765
7,19,UA,2270,IAD,MCI,1745,-6,1927,-28,0,926
1,22,OH,5180,CLT,HPN,1101,33,1304,33,0,564
10,21,DL,2807,SLC,LAS,1745,-2,1805,42,0,368
12,19,OO,4042,MGM,ATL,715,140,930,109,0,147
11,22,AA,1771,DFW,LAS,1900,9,1959,3,0,1055
10,22,HA,24,OGG,OAK,1445,6,2240,8,0,2349
1,19,WN,1173,BWI,RSW,1520,75,1800,73,0,919
7,19,AA,1894,MEM,CLT,1854,43,2145,26,0,511
12,20,WN,2073,LGB,SJC,1625,-2,1740,-14,0,324
11,19,AS,647,SAT,SEA,1900,-11,2135,-22,0,1774
4,20,AA,1424,ONT,DFW,1448,-12,1943,-24,0,1188
11,19,UA,2402,LAX,BOS,2300,-4,724,-34,0,2611
11,21,AS,789,SLC,SEA,1205,-11,1329,-36,0,689
9,19,UA,756,SFO,DEN,500,-1,830,-7,0,967
9,20,DL,312,BOS,ATL,1805,-4,2049,-5,0,946
9,19,NK,737,ORD,LAX,1035,-4,1310,-4,0,1744
5,23,WN,1109,SNA,OAK,1710,4,1830,-2,0,371
4,21,MQ,3872,TVC,ORD,1115,11,1131,7,0,224
1,23,B6,2431,BOS,LGA,800,54,924,90,0,184
1,23,DL,2155,GEG,SLC,1332,-11,1609,-6,0,546
4,19,OO,3245,DFW,ROW,2226,-6,2303,-13,0,435
3,22,WN,845,BNA,ATL,750,0,1005,-14,0,214
5,19,WN,297,SMF,SEA,1535,19,1725,14,0,605
8,22,DL,968,MSP,SFO,2105,8,2312,-19,0,1589
10,22,WN,2259,DAL,MCI,830,-1,1000,-2,0,461
6,21,DL,2476,ATL,MIA,900,6,1052,10,0,594
7,22,OO,5350,ORD,LEX,1045,-4,1310,-17,0,323
6,21,G4,1944,MDW,VPS,1058,-8,1303,15,0,782
1,19,AA,561,MCO,CLT,1537,-6,1720,-6,0,468
8,22,WN,664,OMA,ATL,1745,34,2055,26,0,821
1,20,EV,4017,CLT,IAH,1830,-6,2030,-6,0,912
4,22,WN,1585,FLL,TPA,1920,1,2025,-12,0,197
2,20,DL,2079,BOS,DTW,545,-15,806,-28,0,632
1,19,WN,3316,ISP,PBI,1835,-5,2135,-3,0,1052
12,19,OO,5126,DLH,ORD,1505,2,1701,7,0,397
8,19,YX,3430,EWR,RDU,1000,0,1144,15,0,416
1,19,G4,413,PIE,TYS,2110,4,2248,-5,0,550
10,21,DL,898,SEA,ORD,1120,1,1721,-10,0,1721
5,23,DL,1763,SJU,ATL,700,20,1050,16,0,1547
9,21,AA,1514,DFW,OMA,1458,-7,1648,-16,0,583
3,19,EV,3985,GRK,IAH,540,-10,645,-22,0,166
8,22,AA,1173,ORD,PIT,2035,153,2257,160,0,413
6,22,AA,523,ORD,DCA,606,-3,855,-10,0,612
7,23,B6,1754,SJU,FLL,1243,37,1528,18,0,1046
3,19,AA,670,DFW,PHX,2035,19,2115,14,0,868
6,20,DL,686,LAS,ATL,1330,-16,2024,-16,0,1747
12,21,WN,1229,PSP,OAK,1645,84,1815,98,0,418
12,22,WN,446,BWI,PBI,1105,-5,1340,-31,0,883
9,22,AA,1336,DFW,MCO,2035,8,9,0,0,985
1,21,HA,35,PHX,HNL,800,-3,1150,-21,0,2917
5,19,DL,522,SFO,SLC,1314,-9,1616,-30,0,599
12,22,AA,1898,CLT,SAV,1325,63,1434,55,0,213
7,19,OO,2970,ASE,ORD,1216,-1,1600,51,0,1013
5,21,WN,4030,LAS,AUS,1550,160,2025,154,0,1090
4,21,OO,5048,DEN,GCC,2015,29,2134,19,0,313
5,21,AS,1382,PSP,SEA,835,-4,1126,0,0,987
3,19,EV,4244,OKC,IAH,1410,-3,1540,-6,0,395
7,21,9E,4680,ATL,TYS,1559,-3,1659,-16,0,152
7,21,OO,4730,OMA,DEN,1900,2,1954,-13,0,472
6,21,AA,1352,EWR,PHX,730,-6,955,-3,0,2133
3,20,DL,1854,ATL,ABQ,1127,,1251,,1,1269
1,19,HA,29,SEA,OGG,1000,-4,1420,-51,0,2640
8,19,EV,4413,ORD,FNT,1135,41,1346,35,0,223
8,23,AA,1476,CMH,CLT,1813,-9,1940,-11,0,347
5,19,B6,1473,JFK,CHS,2059,5,2322,7,0,636
8,19,AA,2784,IAD,DFW,1915,-7,2133,-8,0,1172
6,19,AA,1445,DFW,VPS,1849,72,2043,61,0,641
8,23,YX,3568,DTW,EWR,2003,-6,2159,-14,0,488
3,20,WN,1504,SAN,OAK,920,-5,1050,-15,0,446
3,22,9E,5162,DTW,TVC,1229,-3,1337,-9,0,207
6,22,YX,4523,MSP,LGA,1605,-5,1959,-15,0,1020
4,22,F9,2714,BUR,PHX,1016,1,1158,-24,0,369
6,23,WN,2623,LAX,OAK,1130,-1,1245,-6,0,337
1,23,UA,1131,DEN,SAT,942,-2,1252,-14,0,794
10,21,YX,4801,LGA,RDU,1100,-4,1251,-21,0,431
10,21,WN,1863,LAS,LGB,655,-2,805,-12,0,231
7,20,OH,5161,CLT,OAJ,1430,-3,1531,3,0,191
7,19,UA,1191,STL,SFO,1745,-5,2004,-28,0,1735
7,19,AS,1245,ORD,LAX,1930,9,2205,21,0,1744
6,20,WN,901,SEA,PHX,1345,-1,1645,-13,0,1107
11,19,MQ,3714,CHA,DFW,1646,-13,1812,-1,0,695
2,22,OO,3596,LAN,DTW,1025,-5,1129,-4,0,74
3,19,WN,550,ATL,DCA,2035,-2,2215,-10,0,547
12,22,OO,5244,IAH,PSP,949,-1,1127,0,0,1269
4,19,AA,1672,TPA,PHX,700,-3,855,0,0,1788
3,19,WN,1033,PDX,LAS,1230,-4,1435,1,0,763
8,23,9E,5247,RDU,LGA,841,-6,1023,-20,0,431
1,20,F9,2130,LAS,DTW,1846,12,156,-11,0,1749
1,23,NK,303,ACY,MCO,540,-7,814,-14,0,852
10,19,UA,385,IAH,SFO,2140,2,2344,0,0,1635
4,20,WN,28,DAL,DEN,1500,,1600,,1,651
7,21,B6,1700,LAX,FLL,1307,-1,2123,-7,0,2343
5,21,OO,5622,RDM,DEN,530,-2,858,-13,0,898
7,22,DL,1091,MSP,PDX,1835,-3,2012,-23,0,1426
